1 8.0000000000000001674e-08 1400
2 1.6000000000000000335e-07 1400
3 2.4000000000000003149e-07 1400.2700736311819583
4 3.200000000000000067e-07 1400.2700736311819583
5 3.999999999999999819e-07 1400.5469400900794881
6 4.799999999999999571e-07 1400.5469400900794881
7 5.5999999999999993231e-07 1400.8305214733238699
8 6.3999999999999990751e-07 1400.8305214733238699
9 7.1999999999999988272e-07 1401.120590097671311
10 7.9999999999999985792e-07 1401.120590097671311
11 8.7999999999999983312e-07 1401.4169287108170465
12 9.5999999999999991421e-07 1401.4169287108170465
13 1.0399999999999999953e-06 1401.7193300166811696
14 1.1200000000000000764e-06 1401.7193300166811696
15 1.2000000000000001575e-06 1402.0275962260541291
16 1.2800000000000002385e-06 1402.0275962260541291
17 1.3600000000000003196e-06 1402.3415386295082499
18 1.4400000000000004007e-06 1402.3415386295082499
19 1.5200000000000004818e-06 1402.6609771912992528
20 1.6000000000000005629e-06 1402.6609771912992528
21 1.680000000000000644e-06 1402.9857401631159064
22 1.760000000000000725e-06 1402.9857401631159064
23 1.8400000000000008061e-06 1403.3156637165400298
24 1.9200000000000006754e-06 1403.3156637165400298
25 2.0000000000000007565e-06 1403.6505915932400512
26 2.0800000000000008376e-06 1403.6505915932400512
27 2.1600000000000009187e-06 1403.9903747718990417
28 2.2400000000000009998e-06 1403.9903747718990417
29 2.3200000000000010809e-06 1404.3348711510034263
30 2.4000000000000011619e-06 1404.3348711510034263
31 2.480000000000001243e-06 1404.6839452466444982
32 2.5600000000000013241e-06 1404.6839452466444982
33 2.6400000000000014052e-06 1405.0374679045314679
34 2.7200000000000014863e-06 1405.0374679045314679
35 2.8000000000000015674e-06 1405.3953160254966406
36 2.8800000000000016484e-06 1405.3953160254966406
37 2.9600000000000017295e-06 1405.7573723037648961
38 3.0400000000000018106e-06 1405.7573723037648961
39 3.1200000000000018917e-06 1406.1235249773735632
40 3.2000000000000019728e-06 1406.1235249773735632
41 3.2800000000000020539e-06 1406.4936675900751197
42 3.3600000000000021349e-06 1406.4936675900751197
43 3.440000000000002216e-06 1406.8676987641965752
44 3.5200000000000022971e-06 1406.8676987641965752
45 3.6000000000000023782e-06 1407.2455219838714129
46 3.6800000000000024593e-06 1407.2455219838714129
47 3.7600000000000025404e-06 1407.6270453881368212
48 3.8400000000000021979e-06 1407.6270453881368212
49 3.920000000000002279e-06 1408.0121815734207757
50 4.0000000000000023601e-06 1408.0121815734207757
51 4.0800000000000024412e-06 1408.4008474049594497
52 4.1600000000000025223e-06 1408.4008474049594497
53 4.2400000000000026033e-06 1408.7929638366977088
54 4.3200000000000026844e-06 1408.7929638366977088
55 4.4000000000000027655e-06 1409.188455739279334
56 4.4800000000000028466e-06 1409.188455739279334
57 4.5600000000000029277e-06 1409.5872517357345259
58 4.6400000000000030088e-06 1409.5872517357345259
59 4.7200000000000030898e-06 1409.9892840445002093
