Iteration,Time (s),Temperature,O2,H2O,CH4,CO,CO2,N2
2.600000000000000000e+01,2.080000000000000838e-06,1.408835532128628302e+03,1.891413008089349312e-01,1.106152554868661221e-03,9.448830243573423660e-02,3.293918749328314305e-04,2.236844025012578094e-04,7.147111679230280235e-01
2.700000000000000000e+01,2.160000000000000919e-06,1.409231689915161724e+03,1.890999085121217727e-01,1.150432152339621447e-03,9.446582375194499670e-02,3.365220164634976805e-04,2.386940597060716181e-04,7.147086195074239257e-01
2.800000000000000000e+01,2.240000000000001000e-06,1.409631129011932444e+03,1.890582654614592628e-01,1.194856976532137705e-03,9.444328484060814100e-02,3.433915604857793900e-04,2.540369277800480106e-04,7.147061642331347109e-01
2.900000000000000000e+01,2.320000000000001081e-06,1.410033784774652077e+03,1.890163746648192700e-01,1.239428649266879727e-03,9.442068434742212357e-02,3.500119399499045385e-04,2.697023846832938732e-04,7.147037980138584157e-01
3.000000000000000000e+01,2.400000000000001162e-06,1.410439595801926544e+03,1.889742389503629161e-01,1.284148777777223633e-03,9.439802094818408595e-02,3.563941079893071157e-04,2.856802808990633030e-04,7.147015169347873398e-01
3.100000000000000000e+01,2.480000000000001243e-06,1.410848503803423682e+03,1.889318609736242716e-01,1.329018955830949499e-03,9.437529334726577068e-02,3.625485581851879842e-04,3.019609197300453674e-04,7.146993172453637300e-01
3.200000000000000000e+01,2.560000000000001324e-06,1.411260453474304313e+03,1.888892432242240960e-01,1.374040764803970789e-03,9.435250027616272350e-02,3.684853437971062282e-04,3.185350386046377686e-04,7.146971953524072774e-01
3.300000000000000000e+01,2.640000000000001405e-06,1.411675392376757827e+03,1.888463880322895083e-01,1.419215774715360586e-03,9.432964049210178226e-02,3.742140961716894734e-04,3.353937911857495305e-04,7.146951478135358249e-01
3.400000000000000000e+01,2.720000000000001486e-06,1.412093270823034118e+03,1.888032975746314623e-01,1.464545545230591184e-03,9.430671277669661068e-02,3.797440424762617674e-04,3.525287301387927522e-04,7.146931713308262157e-01
3.500000000000000000e+01,2.800000000000001567e-06,1.412514041765514094e+03,1.887599738806814420e-01,1.510031626632822241e-03,9.428371593465133260e-02,3.850840227573080836e-04,3.699317905588620729e-04,7.146912627447181698e-01
3.600000000000000000e+01,2.880000000000001648e-06,1.412937660691670089e+03,1.887164188381370289e-01,1.555675560757061298e-03,9.426064879252119000e-02,3.902425061890861524e-04,3.875952741892036411e-04,7.146894190282064852e-01
3.700000000000000000e+01,2.960000000000001730e-06,1.413364085522463029e+03,1.886726341983488431e-01,1.601478881891075070e-03,9.423751019752392433e-02,3.952276066017632343e-04,4.055118343435333366e-04,7.146876372812909217e-01
3.800000000000000000e+01,3.040000000000001811e-06,1.413793276515929165e+03,1.886286215814707012e-01,1.647443117645343942e-03,9.421429901639841176e-02,4.000470973475833366e-04,4.236744614748476161e-04,7.146859147256631184e-01
3.900000000000000000e+01,3.120000000000001892e-06,1.414225196175581459e+03,1.885843824813957514e-01,1.693569789795825765e-03,9.419101413430490399e-02,4.047084255716300620e-04,4.420764693260419110e-04,7.146842486996058952e-01
4.000000000000000000e+01,3.200000000000001973e-06,1.414659809160993063e+03,1.885399182704804721e-01,1.739860415099850083e-03,9.416765445376686083e-02,4.092187258932260458e-04,4.607114816564581946e-04,7.146826366531029429e-01
4.100000000000000000e+01,3.280000000000002054e-06,1.415097082203397122e+03,1.884952302040596994e-01,1.786316506085129999e-03,9.414421889365398588e-02,4.135848335030721068e-04,4.795734195392520370e-04,7.146810761431588999e-01
4.200000000000000000e+01,3.360000000000002135e-06,1.415536984024892035e+03,1.884503194247590940e-01,1.832939571813665654e-03,9.412070638820427271e-02,4.178132967007667175e-04,4.986564892058254709e-04,7.146795648293162717e-01
4.300000000000000000e+01,3.440000000000002216e-06,1.415979485260340653e+03,1.884051869666198697e-01,1.879731118621861619e-03,9.409711588608316024e-02,4.219103889068138752e-04,5.179551704038764040e-04,7.146781004693643080e-01
4.400000000000000000e+01,3.520000000000002297e-06,1.416424558383562726e+03,1.883598337590433602e-01,1.926692650838171582e-03,9.407344634947738260e-02,4.258821201768971196e-04,5.374642052419480870e-04,7.146766809152222955e-01
4.500000000000000000e+01,3.600000000000002378e-06,1.416872177636162178e+03,1.883142606305634181e-01,1.973825671479609127e-03,9.404969675322222278e-02,4.297342482377098228e-04,5.571785875018543189e-04,7.146753041089951575e-01
4.600000000000000000e+01,3.680000000000002459e-06,1.417322318959312952e+03,1.882684683124527802e-01,2.021131682927709838e-03,9.402586608396090728e-02,4.334722890616448591e-04,5.770935524019697466e-04,7.146739680791950322e-01
4.700000000000000000e+01,3.760000000000002540e-06,1.417774959928868157e+03,1.882224574421693664e-01,2.068612187585020055e-03,9.400195333933483721e-02,4.371015269990859327e-04,5.972045667931839439e-04,7.146726709371183928e-01
4.800000000000000000e+01,3.840000000000002198e-06,1.418230079692876643e+03,1.881762285666503942e-01,2.116268688513187578e-03,9.397795752720300433e-02,4.406270244884292098e-04,6.175073197679245909e-04,7.146714108733770443e-01
4.900000000000000000e+01,3.920000000000002279e-06,1.418687658912044526e+03,1.881297821454605002e-01,2.164102690053497195e-03,9.395387766488938475e-02,4.440536313631766093e-04,6.379977136633320544e-04,7.146701861545700085e-01
5.000000000000000000e+01,4.000000000000002360e-06,1.419147679702628920e+03,1.880831185538006101e-01,2.212115698430931754e-03,9.392971277845683920e-02,4.473859937735917515e-04,6.586718554416340831e-04,7.146689951200964064e-01
5.100000000000000000e+01,4.080000000000002441e-06,1.419610125581818238e+03,1.880362380853819182e-01,2.260309222342154513e-03,9.390546190200681209e-02,4.506285627363828920e-04,6.795260484344541052e-04,7.146678361790983480e-01
5.200000000000000000e+01,4.160000000000002522e-06,1.420074981415464890e+03,1.879891409551719406e-01,2.308684773528771068e-03,9.388112407700308082e-02,4.537856023312976383e-04,7.005567844328477447e-04,7.146667078075320534e-01
5.300000000000000000e+01,4.240000000000002603e-06,1.420542233368126062e+03,1.879418273020168895e-01,2.357243867336358302e-03,9.385669835161893071e-02,4.568611975577521961e-04,7.217607361101868041e-04,7.146656085453598761e-01
5.400000000000000000e+01,4.320000000000002684e-06,1.421011868855164266e+03,1.878942971911452542e-01,2.405988023259945149e-03,9.383218378010643734e-02,4.598592618645017246e-04,7.431347497652306990e-04,7.146645369938585679e-01
5.500000000000000000e+01,4.400000000000002766e-06,1.421483876497025221e+03,1.878465506165597210e-01,2.454918765476889718e-03,9.380757942218677370e-02,4.627835443720274130e-04,7.646758383661774036e-04,7.146634918130383429e-01
5.600000000000000000e+01,4.480000000000002847e-06,1.421958246075452507e+03,1.877985875033191809e-01,2.504037623367620299e-03,9.378288434246088989e-02,4.656376367944466284e-04,7.863811748891234247e-04,7.146624717191688569e-01
5.700000000000000000e+01,4.560000000000002928e-06,1.422434968491643758e+03,1.877504077097142121e-01,2.553346132024763258e-03,9.375809760983978836e-02,4.684249800689568172e-04,8.082480859431848781e-04,7.146614754824089921e-01
5.800000000000000000e+01,4.640000000000003009e-06,1.422914035726215843e+03,1.877020110293455279e-01,2.602845832751841774e-03,9.373321829699286789e-02,4.711488707192216141e-04,8.302740456564590681e-04,7.146605019245340085e-01
5.900000000000000000e+01,4.720000000000003090e-06,1.423395440800925144e+03,1.876533971931043099e-01,2.652538273551697644e-03,9.370824547981376762e-02,4.738124669531924176e-04,8.524566698224160912e-04,7.146595499167546217e-01
6.000000000000000000e+01,4.800000000000003171e-06,1.423879177742073580e+03,1.876045658710609187e-01,2.702425009605350856e-03,9.368317823690311408e-02,4.764187945090429116e-04,8.747937102933922571e-04,7.146586183776282297e-01
6.100000000000000000e+01,4.880000000000003252e-06,1.424365241545572644e+03,1.875555166742644830e-01,2.752507603741864619e-03,9.365801564906724164e-02,4.789707522597272242e-04,8.972830496109650972e-04,7.146577062710557371e-01
6.200000000000000000e+01,4.960000000000003333e-06,1.424853628143459900e+03,1.875062491564573885e-01,2.802787626899768802e-03,9.363275679883208136e-02,4.814711175861855516e-04,9.199226958634589696e-04,7.146568126043610913e-01
6.300000000000000000e+01,5.040000000000003414e-06,1.425344334372055982e+03,1.874567628157077226e-01,2.853266658580558713e-03,9.360740076997162151e-02,4.839225515287688554e-04,9.427107777612704588e-04,7.146559364264500891e-01
6.400000000000000000e+01,5.120000000000003495e-06,1.425837357941365781e+03,1.874070570959630866e-01,2.903946287294788351e-03,9.358194664704998222e-02,4.863276037260431104e-04,9.656455399211106433e-04,7.146550768260450104e-01
6.500000000000000000e+01,5.200000000000003576e-06,1.426332697406029411e+03,1.873571313885289968e-01,2.954828111001227362e-03,9.355639351497700706e-02,4.886887171497559558e-04,9.887253383506172492e-04,7.146542329299923058e-01
6.600000000000000000e+01,5.280000000000003657e-06,1.426830352137480986e+03,1.873069850334742048e-01,3.005913737539590846e-03,9.353074045857595609e-02,4.910082326443941181e-04,1.011948636125160937e-03,7.146534039016406714e-01
6.700000000000000000e+01,5.360000000000003739e-06,1.427330322297562134e+03,1.872566173209568863e-01,3.057204785056546678e-03,9.350498656216492399e-02,4.932883932538298204e-04,1.035313999274203476e-03,7.146525889392935094e-01
6.800000000000000000e+01,5.440000000000003820e-06,1.427832608813384240e+03,1.872060274924848555e-01,3.108702882426355157e-03,9.347913090914930501e-02,4.955313483722530382e-04,1.058820092840684389e-03,7.146517872747265576e-01
6.900000000000000000e+01,5.520000000000003901e-06,1.428337213352641584e+03,1.871552147421446100e-01,3.160409669668987238e-03,9.345317258161926766e-02,4.977391578118403907e-04,1.082465677022412861e-03,7.146509981717329429e-01
7.000000000000000000e+01,5.600000000000003982e-06,1.428844138299301221e+03,1.871041782178137491e-01,3.212326798366416537e-03,9.342711065995053243e-02,4.999137958250745098e-04,1.106249603357893499e-03,7.146502209246864412e-01
7.100000000000000000e+01,5.680000000000004063e-06,1.429353386735368304e+03,1.870529170220476822e-01,3.264455932055390208e-03,9.340094422245778794e-02,5.020571542638706470e-04,1.130170811763584306e-03,7.146494548574117145e-01
7.200000000000000000e+01,5.760000000000004144e-06,1.429864962414308593e+03,1.870014302133979900e-01,3.316798746651627820e-03,9.337467234497817681e-02,5.041710468829473752e-04,1.154228326442626167e-03,7.146486993216467631e-01
7.300000000000000000e+01,5.840000000000004225e-06,1.430378869746664577e+03,1.869497168070610171e-01,3.369356930826670950e-03,9.334829410056220966e-02,5.062572118728291513e-04,1.178421253540265848e-03,7.146479536961369838e-01
7.400000000000000000e+01,5.920000000000004306e-06,1.430895113779832172e+03,1.868977757759267000e-01,3.422132186414906553e-03,9.332180855909980033e-02,5.083173154538297165e-04,1.202748777753383409e-03,7.146472173853514187e-01
7.500000000000000000e+01,6.000000000000004387e-06,1.431413700177410647e+03,1.868456060515308048e-01,3.475126228810553660e-03,9.329521478696303771e-02,5.103529552090810446e-04,1.227210159195955309e-03,7.146464898182904868e-01
7.600000000000000000e+01,6.080000000000004468e-06,1.431934635204339656e+03,1.867932065247010776e-01,3.528340787351028161e-03,9.326851184669389394e-02,5.123656626261978127e-04,1.251804731049076117e-03,7.146457704475788208e-01
7.700000000000000000e+01,6.160000000000004549e-06,1.432457925709987876e+03,1.867405760464536102e-01,3.581777605712458453e-03,9.324169879665475391e-02,5.143569062879364004e-04,1.276531896568052242e-03,7.146450587483232919e-01
7.800000000000000000e+01,6.240000000000004630e-06,1.432983579111972404e+03,1.866877134287122930e-01,3.635438442296504060e-03,9.321477469070511834e-02,5.163280946038704532e-04,1.301391126544140884e-03,7.146443542171381225e-01
7.900000000000000000e+01,6.320000000000004712e-06,1.433511603382929025e+03,1.866346174448781647e-01,3.689325070612722076e-03,9.318773857789887372e-02,5.182805781605727804e-04,1.326381957145547673e-03,7.146436563713041146e-01
8.000000000000000000e+01,6.400000000000004793e-06,1.434042007034181324e+03,1.865812868306122863e-01,3.743439279668186494e-03,9.316058950215171108e-02,5.202156526174472580e-04,1.351503987216405404e-03,7.146429647477340330e-01
8.100000000000000000e+01,6.480000000000004874e-06,1.434574799104234899e+03,1.865277202843032278e-01,3.797782874346419032e-03,9.313332650195237095e-02,5.221345607966644759e-04,1.376756876376304672e-03,7.146422789022250921e-01
8.200000000000000000e+01,6.560000000000004955e-06,1.435109989146914131e+03,1.864739164676358918e-01,3.852357675793063266e-03,9.310594861005774825e-02,5.240384950404168617e-04,1.402140342855874187e-03,7.146415984086170736e-01
8.300000000000000000e+01,6.640000000000005036e-06,1.435647587216980128e+03,1.864198740062052995e-01,3.907165521799258953e-03,9.307845485318427814e-02,5.259285996732138060e-04,1.427654161226175195e-03,7.146409228579116979e-01
8.400000000000000000e+01,6.720000000000005117e-06,1.436187603861391381e+03,1.863655914898601218e-01,3.962208267184110823e-03,9.305084425173135165e-02,5.278059727945382884e-04,1.453298160797276539e-03,7.146402518576328022e-01
8.500000000000000000e+01,6.800000000000005198e-06,1.436730050107494208e+03,1.863110674732134098e-01,4.017487784179174862e-03,9.302311581948399799e-02,5.296716684905047098e-04,1.479072223598842245e-03,7.146395850310340858e-01
8.600000000000000000e+01,6.880000000000005279e-06,1.437274937452336189e+03,1.862563004760877661e-01,4.073005962811376834e-03,9.299526856332439306e-02,5.315266988776713849e-04,1.504976282527776448e-03,7.146389220163709144e-01
8.700000000000000000e+01,6.960000000000005360e-06,1.437822277855397033e+03,1.862012889837779683e-01,4.128764711289869931e-03,9.296730148296206142e-02,5.333720357074166803e-04,1.531010319937277809e-03,7.146382624663253358e-01
8.800000000000000000e+01,7.040000000000005441e-06,1.438372083727409972e+03,1.861460314475006927e-01,4.184765956390542295e-03,9.293921357064371946e-02,5.352086124261507157e-04,1.557174365768880173e-03,7.146376060472700020e-01
8.900000000000000000e+01,7.120000000000005522e-06,1.438924367923116506e+03,1.860905262846441199e-01,4.241011643843941095e-03,9.291100381088454596e-02,5.370373257498361509e-04,1.583468496171893704e-03,7.146369524387056194e-01
9.000000000000000000e+01,7.200000000000005603e-06,1.439479143733996580e+03,1.860347718790258120e-01,4.297503738726836039e-03,9.288267118019608026e-02,5.388590372669966027e-04,1.609892832096180724e-03,7.146363013326881841e-01
9.100000000000000000e+01,7.280000000000005685e-06,1.440036424879371680e+03,1.859787665812270563e-01,4.354244225848692348e-03,9.285421464680850001e-02,5.406745752198678255e-04,1.636447537704237547e-03,7.146356524331917148e-01
9.200000000000000000e+01,7.360000000000005766e-06,1.440596225501338722e+03,1.859225087087209294e-01,4.411235110149944183e-03,9.282563317040960771e-02,5.424847358031559047e-04,1.663132819271574735e-03,7.146350054556447340e-01
9.300000000000000000e+01,7.440000000000005847e-06,1.441158560157587317e+03,1.858659965460884855e-01,4.468478417097979105e-03,9.279692570187508815e-02,5.442902846763622441e-04,1.689948923872386507e-03,7.146343601263897005e-01
9.400000000000000000e+01,7.520000000000005928e-06,1.441723443814649045e+03,1.858092283452508764e-01,4.525976193079017315e-03,9.276809118299916834e-02,5.460919585048096617e-04,1.716896138034457869e-03,7.146337161821316730e-01
9.500000000000000000e+01,7.600000000000006009e-06,1.442290891844234920e+03,1.857522023254975230e-01,4.583730505809583723e-03,9.273912854623750368e-02,5.478904660447557256e-04,1.743974786859794467e-03,7.146330733695508419e-01
9.600000000000000000e+01,7.680000000000006090e-06,1.442860920016790942e+03,1.856949166736802936e-01,4.641743444734401473e-03,9.271003671443851790e-02,5.496864896062845195e-04,1.771185232760674657e-03,7.146324314447798365e-01
9.700000000000000000e+01,7.760000000000005324e-06,1.443433544497199364e+03,1.856373695442838090e-01,4.700017121434962690e-03,9.268081460058306964e-02,5.514806862350475451e-04,1.798527874482192673e-03,7.146317901729809519e-01
9.800000000000000000e+01,7.840000000000004558e-06,1.444008781841012024e+03,1.855795590594472855e-01,4.758553670047987148e-03,9.265146110752345288e-02,5.532736888004520731e-04,1.826003146223300049e-03,7.146311493279575711e-01
9.900000000000000000e+01,7.920000000000003792e-06,1.444586648989602281e+03,1.855214833090780280e-01,4.817355247670886999e-03,9.262197512771977448e-02,5.550661072767457561e-04,1.853611516558456617e-03,7.146305086916960869e-01
1.000000000000000000e+02,8.000000000000003026e-06,1.445167163267637761e+03,1.854631403508083809e-01,4.876424034789952032e-03,9.259235554298073101e-02,5.568585296935230121e-04,1.881353487701211769e-03,7.146298680540261739e-01
1.010000000000000000e+02,8.080000000000002260e-06,1.445750342379750919e+03,1.854045282099943959e-01,4.935762235705983166e-03,9.256260122420087444e-02,5.586515231850426675e-04,1.909229594667708222e-03,7.146292272122459766e-01
1.020000000000000000e+02,8.160000000000001494e-06,1.446336204406860361e+03,1.853456448797483058e-01,4.995372078951378081e-03,9.253271103109940443e-02,5.604456350988510239e-04,1.937240404376596890e-03,7.146285859707254273e-01
1.030000000000000000e+02,8.240000000000000728e-06,1.446924767804893918e+03,1.852864883208082125e-01,5.055255817739694353e-03,9.250268381195780876e-02,5.622413937849863892e-04,1.965386515084619444e-03,7.146279441406248045e-01
1.040000000000000000e+02,8.319999999999999962e-06,1.447516051402074254e+03,1.852270564615137449e-01,5.115415730396857472e-03,9.247251840335660167e-02,5.640393096008663315e-04,1.993668555597321711e-03,7.146273015395346873e-01
1.050000000000000000e+02,8.399999999999999196e-06,1.448110074396801792e+03,1.851673471977310914e-01,5.175854120800516857e-03,9.244221362991288105e-02,5.658398758104522114e-04,2.022087184589565524e-03,7.146266579911555450e-01
1.060000000000000000e+02,8.479999999999998430e-06,1.448706856357049901e+03,1.851073583926846344e-01,5.236573318844981242e-03,9.241176830401294506e-02,5.676435693173663075e-04,2.050643090104883187e-03,7.146260133250351698e-01
1.070000000000000000e+02,8.559999999999997664e-06,1.449306417218160959e+03,1.850470878768898098e-01,5.297575680881366593e-03,9.238118122554854483e-02,5.694508515852686557e-04,2.079336988855173297e-03,7.146253673762397174e-01
1.080000000000000000e+02,8.639999999999996899e-06,1.449908777282466644e+03,1.849865334479674772e-01,5.358863590188124235e-03,9.235045118164818267e-02,5.712621693420461434e-04,2.108169625751774631e-03,7.146247199851024634e-01
1.090000000000000000e+02,8.719999999999996133e-06,1.450513957218864334e+03,1.849256928704635650e-01,5.420439457444563118e-03,9.231957694640581524e-02,5.730779553037117485e-04,2.137141773418328467e-03,7.146240709969640115e-01
1.100000000000000000e+02,8.799999999999995367e-06,1.451121978061620666e+03,1.848645638757151211e-01,5.482305721188423034e-03,9.228855728061424735e-02,5.748986289731568798e-04,2.166254231620813077e-03,7.146234202618882980e-01
1.110000000000000000e+02,8.879999999999994601e-06,1.451732861211186446e+03,1.848031441615846648e-01,5.544464848316479379e-03,9.225739093148710435e-02,5.767245972208259915e-04,2.195507826937172571e-03,7.146227676344536484e-01
1.120000000000000000e+02,8.959999999999993835e-06,1.452346628434117747e+03,1.847414313922520479e-01,5.606919334569917916e-03,9.222607663238376052e-02,5.785562549689654641e-04,2.224903412315752584e-03,7.146221129735094157e-01
1.130000000000000000e+02,9.039999999999993069e-06,1.452963301862882872e+03,1.846794231980152245e-01,5.669671705013142743e-03,9.219461310253700137e-02,5.803939858823145993e-04,2.254441866624015862e-03,7.146214561419284017e-01
1.140000000000000000e+02,9.119999999999992303e-06,1.453582903997563335e+03,1.846171171749567963e-01,5.732724514565834192e-03,9.216299904676365784e-02,5.822381628588423020e-04,2.284124094423833993e-03,7.146207970064309967e-01
1.150000000000000000e+02,9.199999999999991537e-06,1.454205457706036896e+03,1.845545108847218563e-01,5.796080348493659606e-03,9.213123315518791101e-02,5.840891486919465433e-04,2.313951025554643326e-03,7.146201354373500347e-01
1.160000000000000000e+02,9.279999999999990771e-06,1.454830986225358401e+03,1.844916018542070713e-01,5.859741822932803407e-03,9.209931410295373044e-02,5.859472965991813784e-04,2.343923614866980174e-03,7.146194713084400574e-01
1.170000000000000000e+02,9.359999999999990005e-06,1.455459513163545125e+03,1.844283875752215363e-01,5.923711585431451487e-03,9.206724054993058182e-02,5.878129507206735762e-04,2.374042841994811800e-03,7.146188044967010100e-01
1.180000000000000000e+02,9.439999999999989239e-06,1.456091062500498992e+03,1.843648655042066931e-01,5.987992315463204311e-03,9.203501114042916820e-02,5.896864466966964154e-04,2.404309711034665481e-03,7.146181348821696311e-01
1.190000000000000000e+02,9.519999999999988473e-06,1.456725658590472676e+03,1.843010330618449488e-01,6.052586724993312337e-03,9.200262450289786731e-02,5.915681120983901390e-04,2.434725250398024794e-03,7.146174623477674626e-01
1.200000000000000000e+02,9.599999999999987707e-06,1.457363326164139607e+03,1.842368876326988536e-01,6.117497559033817020e-03,9.197007924962241621e-02,5.934582669080070306e-04,2.465290512608660570e-03,7.146167867791283212e-01
1.210000000000000000e+02,9.679999999999986941e-06,1.458004090330655572e+03,1.841724265648489733e-01,6.182727596198186147e-03,9.193737397642585962e-02,5.953572239945254278e-04,2.496006574104326411e-03,7.146161080644282126e-01
1.220000000000000000e+02,9.759999999999986175e-06,1.458647976581094326e+03,1.841076471694319538e-01,6.248279649310306723e-03,9.190450726234689061e-02,5.972652894763788838e-04,2.526874535178533134e-03,7.146154260942559899e-01
1.230000000000000000e+02,9.839999999999985409e-06,1.459295010788263426e+03,1.840425467204427346e-01,6.314156565867672620e-03,9.187147766937711624e-02,5.991827633770094698e-04,2.557895519556585822e-03,7.146147407613788749e-01
1.240000000000000000e+02,9.919999999999984643e-06,1.459945219216128635e+03,1.839771224538137850e-01,6.380361228913169862e-03,9.183828374203081846e-02,6.011099395043081797e-04,2.589070674952034974e-03,7.146140519607858677e-01
1.250000000000000000e+02,9.999999999999983877e-06,1.460598628512750565e+03,1.839113715677491712e-01,6.446896557192742169e-03,9.180492400720854929e-02,6.030471066641522300e-04,2.620401171931978270e-03,7.146133595892535384e-01
1.260000000000000000e+02,1.007999999999998311e-05,1.461255265723684261e+03,1.838452912214913193e-01,6.513765506214599238e-03,9.177139697368773275e-02,6.049945482316478789e-04,2.651888204875410722e-03,7.146126635454992382e-01
1.270000000000000000e+02,1.015999999999998235e-05,1.461915158291137459e+03,1.837788785351825993e-01,6.580971068673733930e-03,9.173770113187713904e-02,6.069525428566537387e-04,2.683532991479972533e-03,7.146119637299299665e-01
1.280000000000000000e+02,1.023999999999998158e-05,1.462578334054668858e+03,1.837121305896040890e-01,6.648516274951971929e-03,9.170383495353852388e-02,6.089213650541679991e-04,2.715336772421576405e-03,7.146112600444296525e-01
