Iteration,Time (s),Temperature,O2,H2O,CH4,CO,CO2,N2
1.600000000000000000e+01,1.280000000000000239e-06,1.627092367846439402e+03,1.870807588251559572e-01,3.430867080194555194e-03,9.329493900622302938e-02,9.817616254196063433e-04,7.336719146776237658e-04,7.144780015483291891e-01
1.700000000000000000e+01,1.360000000000000320e-06,1.629165686861861104e+03,1.868598850481960616e-01,3.666134533642301501e-03,9.317561588085034041e-02,1.017306572990526927e-03,8.157606938305762270e-04,7.144652972704901295e-01
1.800000000000000000e+01,1.440000000000000401e-06,1.631279700595663371e+03,1.866353502460560421e-01,3.904356495759173182e-03,9.305489842561623370e-02,1.051106789646904724e-03,9.010714582326340540e-04,7.144532165846890770e-01
1.900000000000000000e+01,1.520000000000000482e-06,1.633434236748400963e+03,1.864071267374716734e-01,4.145620914981465628e-03,9.293273559269076001e-02,1.083311104180087513e-03,9.894993533105978130e-04,7.144417062973653643e-01
2.000000000000000000e+01,1.600000000000000563e-06,1.635629207475541989e+03,1.861751811859538586e-01,4.390017318748540114e-03,9.280907602317237104e-02,1.114058279217998351e-03,1.080950380156224435e-03,7.144307168127511654e-01
2.100000000000000000e+01,1.680000000000000644e-06,1.637864605991730969e+03,1.859394747249308033e-01,4.637636986425123543e-03,9.268386792564232979e-02,1.143477747292089702e-03,1.175340745920425449e-03,7.144202018697892731e-01
2.200000000000000000e+01,1.760000000000000725e-06,1.640140503546618675e+03,1.856999630603350937e-01,4.888573123465497598e-03,9.255705895660046312e-02,1.171690294268120476e-03,1.272596267464580835e-03,7.144101182978662701e-01
2.300000000000000000e+01,1.840000000000000806e-06,1.642457046749482288e+03,1.854565965516375980e-01,5.142921037573132056e-03,9.242859610219804345e-02,1.198808694482777484e-03,1.372651824303741490e-03,7.144004257898047827e-01
2.400000000000000000e+01,1.920000000000000675e-06,1.644814455223656296e+03,1.852093202721927512e-01,5.400778317581402324e-03,9.229842556071932158e-02,1.224938301507893807e-03,1.475450857282759650e-03,7.143910866907159374e-01
2.500000000000000000e+01,2.000000000000000757e-06,1.647213019575871840e+03,1.849580740494380093e-01,5.662245015835024042e-03,9.216649262526635522e-02,1.250177597810259731e-03,1.580944910107204369e-03,7.143820658015431757e-01
2.600000000000000000e+01,2.080000000000000838e-06,1.649653099661049737e+03,1.847027924858189452e-01,5.927423834754821062e-03,9.203274156612327450e-02,1.274618707144463577e-03,1.689093210232898816e-03,7.143733301959256377e-01
2.700000000000000000e+01,2.160000000000000919e-06,1.652135123115239594e+03,1.844434049619242955e-01,6.196420318016678322e-03,9.189711551236003084e-02,1.298347874408098054e-03,1.799862284600194052e-03,7.143648490486906866e-01
2.800000000000000000e+01,2.240000000000001000e-06,1.654659584186507345e+03,1.841798356192576314e-01,6.469343047833224156e-03,9.175955633205858109e-02,1.321445910280514679e-03,1.913225613636049477e-03,7.143565934769340320e-01
2.900000000000000000e+01,2.320000000000001081e-06,1.657227042837494537e+03,1.839120033242450380e-01,6.746303848928851196e-03,9.162000451060901829e-02,1.343988606053716497e-03,2.029163318410661179e-03,7.143485363917527753e-01
3.000000000000000000e+01,2.400000000000001162e-06,1.659838124066461660e+03,1.836398216163697417e-01,7.027417999104480784e-03,9.147839902680049429e-02,1.366047125537128010e-03,2.147661874015064244e-03,7.143406523581731227e-01
3.100000000000000000e+01,2.480000000000001243e-06,1.662493517498560777e+03,1.833631986369231581e-01,7.312804448233972514e-03,9.133467722598190286e-02,1.387688369918445037e-03,2.268713854198493949e-03,7.143329174647440327e-01
3.200000000000000000e+01,2.560000000000001324e-06,1.665193977226620291e+03,1.830820370386213036e-01,7.602586046570606465e-03,9.118877468972029499e-02,1.408975318361114192e-03,2.392317704924142203e-03,7.143253092018025940e-01
3.300000000000000000e+01,2.640000000000001405e-06,1.667940321880933652e+03,1.827962338781637941e-01,7.896889782327496873e-03,9.104062510173628608e-02,1.429967349382121411e-03,2.518477541781579537e-03,7.143178063466087968e-01
3.400000000000000000e+01,2.720000000000001486e-06,1.670733434943822886e+03,1.825056804890739515e-01,8.195847030634497571e-03,9.089016010913004984e-02,1.450720541627411935e-03,2.647202973689791530e-03,7.143103888558441916e-01
3.500000000000000000e+01,2.800000000000001567e-06,1.673574265306181360e+03,1.822102623353561435e-01,8.499593814422784152e-03,9.073730917849523459e-02,1.471287956731072129e-03,2.778508950480274194e-03,7.143030377645143147e-01
3.600000000000000000e+01,2.880000000000001648e-06,1.676463828047021707e+03,1.819098588463736177e-01,8.808271077697113829e-03,9.058199944658908154e-02,1.491719906390596767e-03,2.912415632457914395e-03,7.142957350904916014e-01
3.700000000000000000e+01,2.960000000000001730e-06,1.679403205471212232e+03,1.816043432303753036e-01,9.122024973653100263e-03,9.042415556434377222e-02,1.512064203375277803e-03,3.048948283451226576e-03,7.142884637448012608e-01
3.800000000000000000e+01,3.040000000000001811e-06,1.682393548381473920e+03,1.812935822672768760e-01,9.441007168069568203e-03,9.026369953388226064e-02,1.532366399024422728e-03,3.188137185010315403e-03,7.142812074467366212e-01
3.900000000000000000e+01,3.120000000000001892e-06,1.685436077593216169e+03,1.809774360804044802e-01,9.765375158773768188e-03,9.010055053808041503e-02,1.552670008487038898e-03,3.330017570899799877e-03,7.142739506433545271e-01
4.000000000000000000e+01,3.200000000000001973e-06,1.688532085712692833e+03,1.806557578842360179e-01,1.009529261413774637e-02,8.993462476119705451e-02,1.573016723683400312e-03,3.474629583385427552e-03,7.142666784333603358e-01
4.100000000000000000e+01,3.280000000000002054e-06,1.691682939173895647e+03,1.803283937086434252e-01,1.043092973097786529e-02,8.976583520028318108e-02,1.593446616153818387e-03,3.622018249335069804e-03,7.142593764946066903e-01
4.200000000000000000e+01,3.360000000000002135e-06,1.694890080534932849e+03,1.799951820986775142e-01,1.077246361318400653e-02,8.959409146666363899e-02,1.613998330700078818e-03,3.772233475891879993e-03,7.142520310148828822e-01
4.300000000000000000e+01,3.440000000000002216e-06,1.698155031069418783e+03,1.796559537865329570e-01,1.112007867453509817e-02,8.941929957575259214e-02,1.634709270055213900e-03,3.925330067212290733e-03,7.142446286259118704e-01
4.400000000000000000e+01,3.520000000000002297e-06,1.701479393642470768e+03,1.793105313360368047e-01,1.147396706607073033e-02,8.924136172493318808e-02,1.655615772340517751e-03,4.081367760694802962e-03,7.142371563399239065e-01
4.500000000000000000e+01,3.600000000000002378e-06,1.704864855886546820e+03,1.789587287577755481e-01,1.183432913017501940e-02,8.906017605839243456e-02,1.676753281981025996e-03,4.240411283106439687e-03,7.142296014885696209e-01
4.600000000000000000e+01,3.680000000000002459e-06,1.708313193715293664e+03,1.786003510910926240e-01,1.220137388535343960e-02,8.887563641689529004e-02,1.698156514603740841e-03,4.402530428072936458e-03,7.142219516639819465e-01
4.700000000000000000e+01,3.760000000000002540e-06,1.711826275161553212e+03,1.782351939531946761e-01,1.257531954203402677e-02,8.868763207226595946e-02,1.719859617325202473e-03,4.567800153691767978e-03,7.142141946614883885e-01
4.800000000000000000e+01,3.840000000000002198e-06,1.715406064581223063e+03,1.778630430520363459e-01,1.295639405295120547e-02,8.849604744476993745e-02,1.741896324992690034e-03,4.736300701482871502e-03,7.142063184237669171e-01
4.900000000000000000e+01,3.920000000000002279e-06,1.719054627243645200e+03,1.774836736589275876e-01,1.334483570247947844e-02,8.830076180117721329e-02,1.764300113145989652e-03,4.908117738093706849e-03,7.141983109861759216e-01
5.000000000000000000e+01,4.000000000000002360e-06,1.722774134323474982e+03,1.770968500409744184e-01,1.374089373526348953e-02,8.810164893327923630e-02,1.787104348831573299e-03,5.083342518800130702e-03,7.141901604228512168e-01
5.100000000000000000e+01,4.080000000000002441e-06,1.726566868322963728e+03,1.767023248478536146e-01,1.414482902988960580e-02,8.789857681395850386e-02,1.810342439872917762e-03,5.262072075071844157e-03,7.141818547933533878e-01
5.200000000000000000e+01,4.160000000000002522e-06,1.730435228983618117e+03,1.762998384487932668e-01,1.455691482211167800e-02,8.769140722850926606e-02,1.834047983549173854e-03,5.444409427506627201e-03,7.141733820895300733e-01
5.300000000000000000e+01,4.240000000000002603e-06,1.734381739665530176e+03,1.758891182196891112e-01,1.497743747807625363e-02,8.747999538094242133e-02,1.858254915608183611e-03,5.630463823429903737e-03,7.141647301822542371e-01
5.400000000000000000e+01,4.320000000000002684e-06,1.738409054286899618e+03,1.754698777715938962e-01,1.540669732664010083e-02,8.726418947068999288e-02,1.882997660427519716e-03,5.820351002892491452e-03,7.141558867677559874e-01
5.500000000000000000e+01,4.400000000000002766e-06,1.742519964861295875e+03,1.750418161168770526e-01,1.584500955492871774e-02,8.704383023758187343e-02,1.908311283426393458e-03,6.014193494037925296e-03,7.141468393131480408e-01
5.600000000000000000e+01,4.480000000000002847e-06,1.746717409605233115e+03,1.746046167723594444e-01,1.629270516812426906e-02,8.681875047456651118e-02,1.934231646452625386e-03,6.212120937609469026e-03,7.141375750008877032e-01
5.700000000000000000e+01,4.560000000000002928e-06,1.751004481807636694e+03,1.741579467862504893e-01,1.675013202720573857e-02,8.658877450124964625e-02,1.960795567502131211e-03,6.414270446100697742e-03,7.141280806716913121e-01
5.800000000000000000e+01,4.640000000000003009e-06,1.755384439362210287e+03,1.737014556865341119e-01,1.721765596740534865e-02,8.635371759682085313e-02,1.988040985784770166e-03,6.620786997917862959e-03,7.141183427655372062e-01
5.900000000000000000e+01,4.720000000000003090e-06,1.759860715164082876e+03,1.732347743472521517e-01,1.769566200127290975e-02,8.611338539038168594e-02,2.016007132977423993e-03,6.831823867658989684e-03,7.141083472604567994e-01
6.000000000000000000e+01,4.800000000000003171e-06,1.764436928318260698e+03,1.727575137562817054e-01,1.818455562354718072e-02,8.586757319998353233e-02,2.044734712629100136e-03,7.047543099144450325e-03,7.140980796084139826e-01
6.100000000000000000e+01,4.880000000000003252e-06,1.769116896370738232e+03,1.722692636820565837e-01,1.868476422073065552e-02,8.561606531888496519e-02,2.074266088573080251e-03,7.268116021792206741e-03,7.140875246679626587e-01
6.200000000000000000e+01,4.960000000000003333e-06,1.773904648544800011e+03,1.717695912317217521e-01,1.919673859348553294e-02,8.535863424489953388e-02,2.104645483845140642e-03,7.493723812897583325e-03,7.140766666331505030e-01
6.300000000000000000e+01,5.040000000000003414e-06,1.778804439990481796e+03,1.712580392817053543e-01,1.972095461171096548e-02,8.509503984280451794e-02,2.135919192192398727e-03,7.724558113663039342e-03,7.140654889579235443e-01
6.400000000000000000e+01,5.120000000000003495e-06,1.783820767721380207e+03,1.707341247752902913e-01,2.025791500840832052e-02,8.482502843667626136e-02,2.168135803875360229e-03,7.960821700328754927e-03,7.140539742754211661e-01
6.500000000000000000e+01,5.200000000000003576e-06,1.788958387034039106e+03,1.701973368766622474e-01,2.080815132340850526e-02,8.454833182655029089e-02,2.201346447123087545e-03,8.202729214581122585e-03,7.140421043116745858e-01
6.600000000000000000e+01,5.280000000000003657e-06,1.794222330718926514e+03,1.696471349568757225e-01,2.137222602285107631e-02,8.426466621630601672e-02,2.235605048527192565e-03,8.450507962898302222e-03,7.140298597925416324e-01
6.700000000000000000e+01,5.360000000000003739e-06,1.799617928476423685e+03,1.690829464022402528e-01,2.195073480504759061e-02,8.397373104732500093e-02,2.270968615180305947e-03,8.704398787343445992e-03,7.140172203428634123e-01
6.800000000000000000e+01,5.440000000000003820e-06,1.805150829039256223e+03,1.685041642358873493e-01,2.254430910166061938e-02,8.367520773349501617e-02,2.307497537794500706e-03,8.964657013035764316e-03,7.140041643781268599e-01
6.900000000000000000e+01,5.520000000000003901e-06,1.810827025273368008e+03,1.679101445032674944e-01,2.315361882805181196e-02,8.336875827009150586e-02,2.345255926168732935e-03,9.231553487857133145e-03,7.139906689845634258e-01
7.000000000000000000e+01,5.600000000000003982e-06,1.816652877430807166e+03,1.673002034380144110e-01,2.377937536336209232e-02,8.305402372660804222e-02,2.384311969596496043e-03,9.505375712084505879e-03,7.139767097903344517e-01
7.100000000000000000e+01,5.680000000000004063e-06,1.822635144276507617e+03,1.666736143608133214e-01,2.442233481242581453e-02,8.273062259692799680e-02,2.424738333914414849e-03,9.786429072298449480e-03,7.139622608236201318e-01
7.200000000000000000e+01,5.760000000000004144e-06,1.828781014106931252e+03,1.660296042688064189e-01,2.508330159470657447e-02,8.239814898392447406e-02,2.466612601914754555e-03,1.007503819543848975e-02,7.139472943552092055e-01
7.300000000000000000e+01,5.840000000000004225e-06,1.835098137962999772e+03,1.653673501212925556e-01,2.576313235334372342e-02,8.205617062207967716e-02,2.510017754266188807e-03,1.037154842240563257e-02,7.139317807266120086e-01
7.400000000000000000e+01,5.920000000000004306e-06,1.841594667161087273e+03,1.646859747623985737e-01,2.646274024811370168e-02,8.170422670569515988e-02,2.555042702016220753e-03,1.067632742204058932e-02,7.139156881597357174e-01
7.500000000000000000e+01,6.000000000000004387e-06,1.848279294986873765e+03,1.639845424343195912e-01,2.718309968246586383e-02,8.134182549717247634e-02,2.601782879949004253e-03,1.098976696128388733e-02,7.138989825448092130e-01
7.600000000000000000e+01,6.080000000000004468e-06,1.855161301501085518e+03,1.632620538722323322e-01,2.792525147446510425e-02,8.096844171033810988e-02,2.650340903111983795e-03,1.131228483412052843e-02,7.138816272057318946e-01
7.700000000000000000e+01,6.160000000000004549e-06,1.862250603095031238e+03,1.625174408907328061e-01,2.869030856804452925e-02,8.058351361987704797e-02,2.700827301957134472e-03,1.164432698206509069e-02,7.138635826373234128e-01
7.800000000000000000e+01,6.240000000000004630e-06,1.869557807165094346e+03,1.617495604222177474e-01,2.947946232801798919e-02,8.018643987469566137e-02,2.753361345652650775e-03,1.198636981835630305e-02,7.138448062110596126e-01
7.900000000000000000e+01,6.320000000000004712e-06,1.877094272090046161e+03,1.609571879799499283e-01,3.029398944918946027e-02,7.977657599968461521e-02,2.808071961161131246e-03,1.233892276343355986e-02,7.138252518465812990e-01
8.000000000000000000e+01,6.400000000000004793e-06,1.884872173429184841e+03,1.601390104157018046e-01,3.113525961995369795e-02,7.935323051447662479e-02,2.865098773496764853e-03,1.270253103648004422e-02,7.138048696398908710e-01
8.100000000000000000e+01,6.480000000000004874e-06,1.892904577026830111e+03,1.592936179320768864e-01,3.200474398551895333e-02,7.891566064602027752e-02,2.924593280072347763e-03,1.307777871268708987e-02,7.137836054436244027e-01
8.200000000000000000e+01,6.560000000000004955e-06,1.901205519275129291e+03,1.584194952964322056e-01,3.290402447022078986e-02,7.846306760448425177e-02,2.986720174927115761e-03,1.346529206018324057e-02,7.137614003937523544e-01
8.300000000000000000e+01,6.640000000000005036e-06,1.909790096194057696e+03,1.575150120864833858e-01,3.383480414497536809e-02,7.799459132757577406e-02,3.051658862663359645e-03,1.386574320982428103e-02,7.137381903684778539e-01
8.400000000000000000e+01,6.720000000000005117e-06,1.918674561496414299e+03,1.565784119173200539e-01,3.479891869917322439e-02,7.750930466256200635e-02,3.119605184391823979e-03,1.427985416519474658e-02,7.137139053713581482e-01
8.500000000000000000e+01,6.800000000000005198e-06,1.927876435002806602e+03,1.556078005688612542e-01,3.579834911054261687e-02,7.700620693775635239e-02,3.190773386696803531e-03,1.470840116857445763e-02,7.136884688275685340e-01
8.600000000000000000e+01,6.880000000000005279e-06,1.937414622625742140e+03,1.546011327919220302e-01,3.683523576171071623e-02,7.648421679594824552e-02,3.265398400050768639e-03,1.515221948080454177e-02,7.136617967695636500e-01
8.700000000000000000e+01,6.960000000000005360e-06,1.947309548965443128e+03,1.535561977412521761e-01,3.791189407076294565e-02,7.594216425428805539e-02,3.343738465351823227e-03,1.561220857002960406e-02,7.136337968983152980e-01
8.800000000000000000e+01,7.040000000000005441e-06,1.957583301296278023e+03,1.524706029078048142e-01,3.903083179011734849e-02,7.537878191034945441e-02,3.426078174211508870e-03,1.608933772084712027e-02,7.136043674966696670e-01
8.900000000000000000e+01,7.120000000000005522e-06,1.968259792299862738e+03,1.513417563157834211e-01,4.019476825273440163e-02,7.479269514962831600e-02,3.512732033053287285e-03,1.658465209331386539e-02,7.135733961554867610e-01
9.000000000000000000e+01,7.200000000000005603e-06,1.979364936079028439e+03,1.501668469183662646e-01,4.140665566728144592e-02,7.418241129949913748e-02,3.604048638735631981e-03,1.709927919490504544e-02,7.135407582812123284e-01
9.100000000000000000e+01,7.280000000000005685e-06,1.990926839123878153e+03,1.489428231118281043e-01,4.266970258270075256e-02,7.354630766469076597e-02,3.700415564892685447e-03,1.763443572645764443e-02,7.135063153494299870e-01
9.200000000000000000e+01,7.360000000000005766e-06,2.002976018079697269e+03,1.476663689262013579e-01,4.398740009022684971e-02,7.288261814544659545e-02,3.802265270616036509e-03,1.819143477449734758e-02,7.134699127930117513e-01
9.300000000000000000e+01,7.440000000000005847e-06,2.015545629334030764e+03,1.463338782122196036e-01,4.536355046281856374e-02,7.218941858607444417e-02,3.910082080141080892e-03,1.877169315126816021e-02,7.134313775074780928e-01
9.400000000000000000e+01,7.520000000000005928e-06,2.028671707464617384e+03,1.449414266685710995e-01,4.680229851482923392e-02,7.146461069758529294e-02,4.024410546800756550e-03,1.937673871061381184e-02,7.133905148615997671e-01
9.500000000000000000e+01,7.600000000000006009e-06,2.042393445498298661e+03,1.434847414989570691e-01,4.830816610293813679e-02,7.070590431920047159e-02,4.145865721111982073e-03,2.000821733035704209e-02,7.133471050274352576e-01
9.600000000000000000e+01,7.680000000000006090e-06,2.056753462076614596e+03,1.419591693211115779e-01,4.988608925514312342e-02,6.991079826253934759e-02,4.275145592065459320e-03,2.066789903550605642e-02,7.133008985336345420e-01
9.700000000000000000e+01,7.760000000000005324e-06,2.071798084073024256e+03,1.403596421619390799e-01,5.154145846192099284e-02,6.907655942821079587e-02,4.413046611034682383e-03,2.135768261992577327e-02,7.132516107169686315e-01
9.800000000000000000e+01,7.840000000000004558e-06,2.087577655579681050e+03,1.386806434067858751e-01,5.328016039878049476e-02,6.820020104408780481e-02,4.560482637220198733e-03,2.207959756217001829e-02,7.131989149509555537e-01
9.900000000000000000e+01,7.920000000000003792e-06,2.104146839518114575e+03,1.369161730462948035e-01,5.510862259096181714e-02,6.727845916962976736e-02,4.718509414070279004e-03,2.283580188141059314e-02,7.131424338976327659e-01
1.000000000000000000e+02,8.000000000000003026e-06,2.121564757399389237e+03,1.350597159635626987e-01,5.703385744693181825e-02,6.630776923304877724e-02,4.888354994930054279e-03,2.362857372853582535e-02,7.130817286329909077e-01
1.010000000000000000e+02,8.080000000000002260e-06,2.139895287516021654e+03,1.331042156828354250e-01,5.906350431099915282e-02,6.528424315038833248e-02,5.071458764117357104e-03,2.446029339138218461e-02,7.130162847002775584e-01
1.020000000000000000e+02,8.160000000000001494e-06,2.159207104112411344e+03,1.310420564237417262e-01,6.120586805018804477e-02,6.420364760942121052e-02,5.269522409798457763e-03,2.533341161529553340e-02,7.129454938915550377e-01
1.030000000000000000e+02,8.240000000000000728e-06,2.179573488728332904e+03,1.288650621734765134e-01,6.346994659942729877e-02,6.306138717295015073e-02,5.484575655152297211e-03,2.625039764456132962e-02,7.128686307544324086e-01
1.040000000000000000e+02,8.319999999999999962e-06,2.201071993967063918e+03,1.265645199476309879e-01,6.586544278663862551e-02,6.185249424819826841e-02,5.719062902468768569e-03,2.721365849085053551e-02,7.127848216242128609e-01
1.050000000000000000e+02,8.399999999999999196e-06,2.223783712186641424e+03,1.241312408417699770e-01,6.840274963865647373e-02,6.057163099282819596e-02,5.975957712227125858e-03,2.822541710710110840e-02,7.126930037074170610e-01
1.060000000000000000e+02,8.479999999999998430e-06,2.247791843560331017e+03,1.215556760849960533e-01,7.109289588764508561e-02,5.921310933638382346e-02,6.258914824456811819e-03,2.928753311936573012e-02,7.125918707471524671e-01
1.070000000000000000e+02,8.559999999999997664e-06,2.273179500675738836e+03,1.188281130755201309e-01,7.394743167610721979e-02,5.777093853382108540e-02,6.572472015755941900e-03,3.040124382229765845e-02,7.124798008764980928e-01
1.080000000000000000e+02,8.639999999999996899e-06,2.300026324204664888e+03,1.159389834006779169e-01,7.697822887934339942e-02,5.623891228802528619e-02,6.922317649254668137e-03,3.156679679041701769e-02,7.123547609922816770e-01
1.090000000000000000e+02,8.719999999999996133e-06,2.328403517183136046e+03,1.128793242754715515e-01,8.019716202398825822e-02,5.461075158196595364e-02,7.315642223079323915e-03,3.278293878891479218e-02,7.122141811065801908e-01
1.100000000000000000e+02,8.799999999999995367e-06,2.358366781781498503e+03,1.096414433743000960e-01,8.361562736977802557e-02,5.288032355172149479e-02,7.761592541714214602e-03,3.404622114317477910e-02,7.120547920193113223e-01
1.110000000000000000e+02,8.879999999999994601e-06,2.389946653477314612e+03,1.062198417663535177e-01,8.724385060970078765e-02,5.104196056650469465e-02,8.271841266688270689e-03,3.535008403816210926e-02,7.118724217525906894e-01
1.120000000000000000e+02,8.959999999999993835e-06,2.423135799376831528e+03,1.026124431274487575e-01,9.108993267364114133e-02,4.909090504802798155e-02,8.861266062785566264e-03,3.668370027403498185e-02,7.116617528140615212e-01
1.130000000000000000e+02,9.039999999999993069e-06,2.457873192913883486e+03,9.882215003758776373e-02,9.515859282297121913e-02,4.702390278328440198e-02,9.548688942037980229e-03,3.803060746944763454e-02,7.114160579446708876e-01
1.140000000000000000e+02,9.119999999999992303e-06,2.494025810006747179e+03,9.485867952533440228e-02,9.944960511992546881e-02,4.483995276336349978e-02,1.035754799721490781e-02,3.936725456274784568e-02,7.111269600314137351e-01
1.150000000000000000e+02,9.199999999999991537e-06,2.531370192586955909e+03,9.074050870787069012e-02,1.039559921568446454e-01,4.254119396093030553e-02,1.131624157202029864e-02,4.066175450640201888e-02,7.107843090959319321e-01
1.160000000000000000e+02,9.279999999999990771e-06,2.569577285510058573e+03,8.649657615334432892e-02,1.086621572820807707e-01,4.013385874916791662e-02,1.245771731001718910e-02,4.187336133102319280e-02,7.103763291743664388e-01
1.170000000000000000e+02,9.359999999999990005e-06,2.608207930927672805e+03,8.216717172276070957e-02,1.135422904976600839e-01,3.762915261262293060e-02,1.381773299502988932e-02,4.295341225380010924e-02,7.098902399181262757e-01
1.180000000000000000e+02,9.439999999999989239e-06,2.646725334777379885e+03,7.780331047446753523e-02,1.185595276894343825e-01,3.504384669942580549e-02,1.543123415123213993e-02,4.384852969348498886e-02,7.093135512919550578e-01
1.190000000000000000e+02,9.519999999999988473e-06,2.684530872763579282e+03,7.346400159178900768e-02,1.236663860256969616e-01,3.240032956725887037e-02,1.732668491454289819e-02,4.450650809830550281e-02,7.086360898024068877e-01
1.200000000000000000e+02,9.599999999999987707e-06,2.721022050678905998e+03,6.921134628920889986e-02,1.288068290119167292e-01,2.972590764179688580e-02,1.951906201123063817e-02,4.488435249472769173e-02,7.078525025511192004e-01
1.210000000000000000e+02,9.679999999999986941e-06,2.755661801439479405e+03,6.510427502748121487e-02,1.339198865855452669e-01,2.705130534419613805e-02,2.200332867817826957e-02,4.495661461459431185e-02,7.069645897500047571e-01
1.220000000000000000e+02,9.759999999999986175e-06,2.788039754362725034e+03,6.119254109138778236e-02,1.389442038435154958e-01,2.440856181827715313e-02,2.475083490966735814e-02,4.472126701209030303e-02,7.059825913250619145e-01
1.230000000000000000e+02,9.839999999999985409e-06,2.817906266755760498e+03,5.751272491112975616e-02,1.438225096967877814e-01,2.182874108964403745e-02,2.771048546368378926e-02,4.420076938471000777e-02,7.049247694540445863e-01
1.240000000000000000e+02,9.919999999999984643e-06,2.845170341107345848e+03,5.408722104296653788e-02,1.485050406893628772e-01,1.933993719847247952e-02,3.081469329204357746e-02,4.343782705263777438e-02,7.038152807245168230e-01
1.250000000000000000e+02,9.999999999999983877e-06,2.869867957807382936e+03,5.092592960427930887e-02,1.529514068154909645e-01,1.696592377303270810e-02,3.398816411642818086e-02,4.248753929131722507e-02,7.026810363994515640e-01
1.260000000000000000e+02,1.007999999999998311e-05,2.892116767127793992e+03,4.802946056061864477e-02,1.571309550174672665e-01,1.472555352670237329e-02,3.715670701442819190e-02,4.140877049430537193e-02,7.015485533864782575e-01
1.270000000000000000e+02,1.015999999999998235e-05,2.912073294681625612e+03,4.539252981118413466e-02,1.610220612065192403e-01,1.263279674208041790e-02,4.025387265404699322e-02,4.025715794921255752e-02,7.004415816369564673e-01
1.280000000000000000e+02,1.023999999999998158e-05,2.929901850630220451e+03,4.300669641264519283e-02,1.646108617042899847e-01,1.069720317168899523e-02,4.322458013853480718e-02,3.908085071361009494e-02,6.993798078592309286e-01
